ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
K62.4,565,565-569.99,Other gastrointestinal
K62.5,578.8,578-579.99,Other diseases of digestive system
K62.6,556,555-564.99,noninfective gastrointestinal disorders
K62.7,565,565-569.99,Other gastrointestinal
K62.8,565,565-569.99,Other gastrointestinal
K62.9,565,565-569.99,Other gastrointestinal
K63,569,565-569.99,Other gastrointestinal
K63.0,567,565-569.99,Other gastrointestinal
K63.1,569,565-569.99,Other gastrointestinal
K63.2,569,565-569.99,Other gastrointestinal
K63.3,556.1,555-564.99,noninfective gastrointestinal disorders
K63.4,569,565-569.99,Other gastrointestinal
K63.5,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
K63.8,569,565-569.99,Other gastrointestinal
K63.9,569,565-569.99,Other gastrointestinal
K65,567,565-569.99,Other gastrointestinal
K65.0,567,565-569.99,Other gastrointestinal
K65.8,567,565-569.99,Other gastrointestinal
K65.9,567,565-569.99,Other gastrointestinal
K66,568,565-569.99,Other gastrointestinal
K66.0,568.1,565-569.99,Other gastrointestinal
K66.1,568,565-569.99,Other gastrointestinal
K66.8,568,565-569.99,Other gastrointestinal
K66.9,568,565-569.99,Other gastrointestinal
K67,567,565-569.99,Other gastrointestinal
K67.0,79,050-079.99,Viral infection
K67.1,90.2,090-092.99,Sexually transmitted infections (not hiv or hepatitis)
K67.2,90,090-092.99,Sexually transmitted infections (not hiv or hepatitis)
K67.3,10,010-041.99,bacterial infection
K70,317.11,316-319.99,Substance-related disorders
K70.0,317.11,316-319.99,Substance-related disorders
K70.1,317.11,316-319.99,Substance-related disorders
K70.2,317.11,316-319.99,Substance-related disorders
K70.3,317.11,316-319.99,Substance-related disorders
K70.4,571.8,570-573.99,Liver disease
K70.9,317.11,316-319.99,Substance-related disorders
K71,70.9,050-079.99,Viral infection
K71.0,70.9,050-079.99,Viral infection
K71.1,573,570-573.99,Liver disease
K71.2,70.9,050-079.99,Viral infection
K71.3,70.9,050-079.99,Viral infection
K71.4,70.9,050-079.99,Viral infection
K71.5,70.4,050-079.99,Viral infection
K71.5,573,570-573.99,Liver disease
K71.6,70.9,050-079.99,Viral infection
K71.7,70.9,050-079.99,Viral infection
K71.8,70.9,050-079.99,Viral infection
K71.9,70.9,050-079.99,Viral infection
K72,571.8,570-573.99,Liver disease
K72.1,571.8,570-573.99,Liver disease
K72.9,571.8,570-573.99,Liver disease
K73,70.4,050-079.99,Viral infection
K73.0,70.4,050-079.99,Viral infection
K73.1,70.4,050-079.99,Viral infection
K73.2,70.4,050-079.99,Viral infection
K73.8,70.4,050-079.99,Viral infection
K73.9,70.4,050-079.99,Viral infection
K74.0,571.51,570-573.99,Liver disease
K74.1,571.5,570-573.99,Liver disease
K74.2,571.5,570-573.99,Liver disease
K74.3,571.6,570-573.99,Liver disease
K74.4,571.6,570-573.99,Liver disease
K74.5,571.6,570-573.99,Liver disease
K74.6,571.51,570-573.99,Liver disease
K74.6,,,
K75.0,571.8,570-573.99,Liver disease
K75.1,571.8,570-573.99,Liver disease
K75.2,70.9,050-079.99,Viral infection
K75.3,70.9,050-079.99,Viral infection
K75.4,70.4,050-079.99,Viral infection
K75.8,70.9,050-079.99,Viral infection
K75.9,70.9,050-079.99,Viral infection
K76,573,570-573.99,Liver disease
K76.0,571.5,570-573.99,Liver disease
K76.1,573.1,570-573.99,Liver disease
K76.2,573.4,570-573.99,Liver disease
K76.3,573,570-573.99,Liver disease
K76.4,70.9,050-079.99,Viral infection
K76.5,573,570-573.99,Liver disease
K76.6,571.81,570-573.99,Liver disease
K76.7,571.8,570-573.99,Liver disease
K76.8,573,570-573.99,Liver disease
K76.9,573,570-573.99,Liver disease
K77,573,570-573.99,Liver disease
K77.0,573,570-573.99,Liver disease
K80,574.1,574-576.99,Biliary tract disease
K80.0,574.11,574-576.99,Biliary tract disease
K80.1,574.12,574-576.99,Biliary tract disease
K80.2,574.1,574-576.99,Biliary tract disease
K80.3,574.1,574-576.99,Biliary tract disease
K80.4,574.2,574-576.99,Biliary tract disease
K80.4,574.12,574-576.99,Biliary tract disease
K80.5,574.2,574-576.99,Biliary tract disease
K80.8,574.1,574-576.99,Biliary tract disease
K81,574.3,574-576.99,Biliary tract disease
K81.0,574.3,574-576.99,Biliary tract disease
K81.1,574.3,574-576.99,Biliary tract disease
K81.8,574.3,574-576.99,Biliary tract disease
K81.9,574.3,574-576.99,Biliary tract disease
K82,575,574-576.99,Biliary tract disease
K82.0,575.7,574-576.99,Biliary tract disease
K82.1,575.7,574-576.99,Biliary tract disease
K82.2,575.7,574-576.99,Biliary tract disease
K82.3,575.7,574-576.99,Biliary tract disease
K82.4,575.6,574-576.99,Biliary tract disease
K82.8,575.7,574-576.99,Biliary tract disease
K82.9,575.7,574-576.99,Biliary tract disease
K83,575.8,574-576.99,Biliary tract disease
K83.0,575.1,574-576.99,Biliary tract disease
K83.1,575.2,574-576.99,Biliary tract disease
K83.2,575.8,574-576.99,Biliary tract disease
K83.3,575.8,574-576.99,Biliary tract disease
K83.4,575.8,574-576.99,Biliary tract disease
K83.5,575.8,574-576.99,Biliary tract disease
K83.8,575.8,574-576.99,Biliary tract disease
K83.9,575.8,574-576.99,Biliary tract disease
K85,577.1,577-577.99,pancreatic disorders
K86.0,577.2,577-577.99,pancreatic disorders
K86.1,577.2,577-577.99,pancreatic disorders
K86.2,577.3,577-577.99,pancreatic disorders
K86.3,577.3,577-577.99,pancreatic disorders
K86.8,577,577-577.99,pancreatic disorders
K86.9,577,577-577.99,pancreatic disorders
K87,575.8,574-576.99,Biliary tract disease
K90,557,555-564.99,noninfective gastrointestinal disorders
K90.0,557.1,555-564.99,noninfective gastrointestinal disorders
K90.1,557.1,555-564.99,noninfective gastrointestinal disorders
K90.2,557,555-564.99,noninfective gastrointestinal disorders
K90.3,577,577-577.99,pancreatic disorders
K90.4,557,555-564.99,noninfective gastrointestinal disorders
K90.8,557,555-564.99,noninfective gastrointestinal disorders
K90.9,557,555-564.99,noninfective gastrointestinal disorders
K91.0,569.2,565-569.99,Other gastrointestinal
K91.1,539,539-539.99,bariatric surgery
K91.2,569.2,565-569.99,Other gastrointestinal
K91.3,569.2,565-569.99,Other gastrointestinal
K91.4,853,850-859.99,Complications
K91.5,575.8,574-576.99,Biliary tract disease
K92.0,578.1,578-579.99,Other diseases of digestive system
K92.1,578.2,578-579.99,Other diseases of digestive system
K92.2,578.9,578-579.99,Other diseases of digestive system
K92.8,569,565-569.99,Other gastrointestinal
K92.9,569,565-569.99,Other gastrointestinal
K93.1,133,130-136.99,Other infections; including parasitic
L00,695.8,690-697.99,Other inflammatory condition of skin
L01,686.2,680-686.99,Skin and subcutaneous tissue infections
L01.0,686.2,680-686.99,Skin and subcutaneous tissue infections
L01.1,686.2,680-686.99,Skin and subcutaneous tissue infections
L02.0,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.1,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.2,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.3,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.4,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.8,686.1,680-686.99,Skin and subcutaneous tissue infections
L02.9,686.1,680-686.99,Skin and subcutaneous tissue infections
L03,681,680-686.99,Skin and subcutaneous tissue infections
L03.0,681.1,680-686.99,Skin and subcutaneous tissue infections
L03.1,681.5,680-686.99,Skin and subcutaneous tissue infections
L03.1,681.6,680-686.99,Skin and subcutaneous tissue infections
L03.1,681.3,680-686.99,Skin and subcutaneous tissue infections
L03.2,681.2,680-686.99,Skin and subcutaneous tissue infections
L03.3,681.7,680-686.99,Skin and subcutaneous tissue infections
L03.8,681,680-686.99,Skin and subcutaneous tissue infections
L03.9,681,680-686.99,Skin and subcutaneous tissue infections
L04,289.4,288-289.99,Other diseases of the blood
L04.0,289.4,288-289.99,Other diseases of the blood
L04.1,289.4,288-289.99,Other diseases of the blood
L04.2,289.4,288-289.99,Other diseases of the blood
L04.3,289.4,288-289.99,Other diseases of the blood
L04.8,289.4,288-289.99,Other diseases of the blood
L04.9,289.4,288-289.99,Other diseases of the blood
L05,686.3,680-686.99,Skin and subcutaneous tissue infections
L05.0,686.3,680-686.99,Skin and subcutaneous tissue infections
L05.9,686.3,680-686.99,Skin and subcutaneous tissue infections
L08,686,680-686.99,Skin and subcutaneous tissue infections
L08.0,686.5,680-686.99,Skin and subcutaneous tissue infections
L08.1,686,680-686.99,Skin and subcutaneous tissue infections
L08.8,686,680-686.99,Skin and subcutaneous tissue infections
L08.9,686,680-686.99,Skin and subcutaneous tissue infections
L10,695.22,690-697.99,Other inflammatory condition of skin
L10.0,695.22,690-697.99,Other inflammatory condition of skin
L10.1,695.22,690-697.99,Other inflammatory condition of skin
L10.2,695.22,690-697.99,Other inflammatory condition of skin
L10.3,695.22,690-697.99,Other inflammatory condition of skin
L10.4,695.22,690-697.99,Other inflammatory condition of skin
L10.5,695.22,690-697.99,Other inflammatory condition of skin
L10.8,695.22,690-697.99,Other inflammatory condition of skin
L10.9,695.22,690-697.99,Other inflammatory condition of skin
L11.0,701.1,700-701.99,hypertrophic skin conditions
L11.1,702,700-702.99,Other hypertrophic and atrophic conditions of skin
L11.8,701,700-701.99,hypertrophic skin conditions
L11.9,701,700-701.99,hypertrophic skin conditions
L12,695.22,690-697.99,Other inflammatory condition of skin
L12.0,695.22,690-697.99,Other inflammatory condition of skin
L12.1,695.22,690-697.99,Other inflammatory condition of skin
L12.2,695.21,690-697.99,Other inflammatory condition of skin
L12.3,695.1,690-697.99,Other inflammatory condition of skin
L12.8,695.22,690-697.99,Other inflammatory condition of skin
L12.9,695.22,690-697.99,Other inflammatory condition of skin
L13.0,695.21,690-697.99,Other inflammatory condition of skin
L13.1,695.21,690-697.99,Other inflammatory condition of skin
L13.8,695.2,690-697.99,Other inflammatory condition of skin
L13.9,695.2,690-697.99,Other inflammatory condition of skin
L14,695.2,690-697.99,Other inflammatory condition of skin
L20,939,930-949.99,allergic reactions
L20.0,939,930-949.99,allergic reactions
L20.8,939,930-949.99,allergic reactions
L20.9,939,930-949.99,allergic reactions
L21,690.1,690-697.99,Other inflammatory condition of skin
L21.0,690.1,690-697.99,Other inflammatory condition of skin
L21.1,690.1,690-697.99,Other inflammatory condition of skin
L21.8,690.1,690-697.99,Other inflammatory condition of skin
L21.9,690.1,690-697.99,Other inflammatory condition of skin
L22,949.1,930-949.99,allergic reactions
L23,939,930-949.99,allergic reactions
L23.0,939,930-949.99,allergic reactions
L23.1,939,930-949.99,allergic reactions
L23.2,939,930-949.99,allergic reactions
L23.3,939,930-949.99,allergic reactions
L23.4,939,930-949.99,allergic reactions
L23.5,939,930-949.99,allergic reactions
L23.6,930,930-949.99,allergic reactions
L23.7,931,930-949.99,allergic reactions
L23.8,939,930-949.99,allergic reactions
L23.9,939,930-949.99,allergic reactions
L24,939,930-949.99,allergic reactions
L24.0,939,930-949.99,allergic reactions
L24.1,939,930-949.99,allergic reactions
L24.2,939,930-949.99,allergic reactions
L24.3,939,930-949.99,allergic reactions
L24.4,939,930-949.99,allergic reactions
L24.5,939,930-949.99,allergic reactions
L24.6,930,930-949.99,allergic reactions
L24.7,931,930-949.99,allergic reactions
L24.8,939,930-949.99,allergic reactions
L24.9,939,930-949.99,allergic reactions
L25,939,930-949.99,allergic reactions
L25.0,939,930-949.99,allergic reactions
L25.1,939,930-949.99,allergic reactions
L25.2,939,930-949.99,allergic reactions
L25.3,939,930-949.99,allergic reactions
L25.4,930,930-949.99,allergic reactions
L25.5,931,930-949.99,allergic reactions
L25.8,939,930-949.99,allergic reactions
L25.9,939,930-949.99,allergic reactions
L26,695.8,690-697.99,Other inflammatory condition of skin
L26,695.9,690-697.99,Other inflammatory condition of skin
L27,939,930-949.99,allergic reactions
L27.0,939,930-949.99,allergic reactions
L27.0,687.1,687-687.99,Symptoms affecting skin
L27.0,1010,,
L27.1,939,930-949.99,allergic reactions
L27.2,930,930-949.99,allergic reactions
L27.8,939,930-949.99,allergic reactions
L27.9,939,930-949.99,allergic reactions
L28,695.7,690-697.99,Other inflammatory condition of skin
L28.0,695.7,690-697.99,Other inflammatory condition of skin
L28.1,695.7,690-697.99,Other inflammatory condition of skin
L28.2,695.7,690-697.99,Other inflammatory condition of skin
L29,698,698-699.99,Pruritic conditions
L29.0,698,698-699.99,Pruritic conditions
L29.1,698,698-699.99,Pruritic conditions
L29.2,698,698-699.99,Pruritic conditions
L29.3,698,698-699.99,Pruritic conditions
L29.8,698,698-699.99,Pruritic conditions
L29.9,698,698-699.99,Pruritic conditions
L30.0,939,930-949.99,allergic reactions
L30.1,705.1,705-706.99,disorders of sweat and sebaceous glands
L30.2,939,930-949.99,allergic reactions
L30.3,690,690-697.99,Other inflammatory condition of skin
L30.4,695.8,690-697.99,Other inflammatory condition of skin
L30.5,696.3,690-697.99,Other inflammatory condition of skin
L30.8,939,930-949.99,allergic reactions
L30.9,939,930-949.99,allergic reactions
L40,696.4,"690-697.99, 714-714.99",
L40.0,696.41,"690-697.99, 714-714.99",
L40.1,695.21,690-697.99,Other inflammatory condition of skin
L40.1,696.41,"690-697.99, 714-714.99",
L40.2,696.41,"690-697.99, 714-714.99",
L40.3,696.41,"690-697.99, 714-714.99",
L40.4,696.41,"690-697.99, 714-714.99",
L40.5,696.42,"690-697.99, 714-714.99",
L40.8,696.41,"690-697.99, 714-714.99",
L40.9,696.41,"690-697.99, 714-714.99",
L40.9,696.4,"690-697.99, 714-714.99",
L41,696.2,690-697.99,Other inflammatory condition of skin
L41.0,696.2,690-697.99,Other inflammatory condition of skin
L41.1,696.2,690-697.99,Other inflammatory condition of skin
L41.2,202.2,200-204.99,cancer of lymphatic and hematopoietic tissue
L41.3,696.2,690-697.99,Other inflammatory condition of skin
L41.4,696.2,690-697.99,Other inflammatory condition of skin
L41.5,696.2,690-697.99,Other inflammatory condition of skin
L41.8,696.2,690-697.99,Other inflammatory condition of skin
L41.9,696.2,690-697.99,Other inflammatory condition of skin
L42,696.3,690-697.99,Other inflammatory condition of skin
L43,695.7,690-697.99,Other inflammatory condition of skin
L43.0,695.7,690-697.99,Other inflammatory condition of skin
L43.1,695.7,690-697.99,Other inflammatory condition of skin
L43.2,695.7,690-697.99,Other inflammatory condition of skin
L43.3,695.7,690-697.99,Other inflammatory condition of skin
L43.8,695.7,690-697.99,Other inflammatory condition of skin
L43.9,695.7,690-697.99,Other inflammatory condition of skin
L44.0,696.3,690-697.99,Other inflammatory condition of skin
L44.1,695.7,690-697.99,Other inflammatory condition of skin
L44.2,695.7,690-697.99,Other inflammatory condition of skin
L44.3,695.7,690-697.99,Other inflammatory condition of skin
L44.4,79,050-079.99,Viral infection
L44.8,689,689-689.99,Other skin disorders NOS
L44.9,689,689-689.99,Other skin disorders NOS
L45,689,689-689.99,Other skin disorders NOS
L50,947,930-949.99,allergic reactions
L50.0,947,930-949.99,allergic reactions
L50.1,947,930-949.99,allergic reactions
L50.2,947,930-949.99,allergic reactions
L50.3,947,930-949.99,allergic reactions
L50.4,947,930-949.99,allergic reactions
L50.5,947,930-949.99,allergic reactions
L50.6,947,930-949.99,allergic reactions
L50.8,947,930-949.99,allergic reactions
L50.9,947,930-949.99,allergic reactions
L51,695.1,690-697.99,Other inflammatory condition of skin
L51.0,695.1,690-697.99,Other inflammatory condition of skin
L51.1,695.1,690-697.99,Other inflammatory condition of skin
L51.2,695.1,690-697.99,Other inflammatory condition of skin
L51.8,695.1,690-697.99,Other inflammatory condition of skin
L51.9,695.1,690-697.99,Other inflammatory condition of skin
L52,695.81,690-697.99,Other inflammatory condition of skin
L53.0,695.1,690-697.99,Other inflammatory condition of skin
L53.1,695.1,690-697.99,Other inflammatory condition of skin
L53.2,695.1,690-697.99,Other inflammatory condition of skin
L53.3,695.1,690-697.99,Other inflammatory condition of skin
L53.8,695.8,690-697.99,Other inflammatory condition of skin
L53.9,695.9,690-697.99,Other inflammatory condition of skin
L54,695.8,690-697.99,Other inflammatory condition of skin
L54.0,695.8,690-697.99,Other inflammatory condition of skin
L55,938.1,930-949.99,allergic reactions
L55.0,938.1,930-949.99,allergic reactions
L55.1,938.1,930-949.99,allergic reactions
L55.2,938.1,930-949.99,allergic reactions
L55.9,938.1,930-949.99,allergic reactions
L56.0,938.1,930-949.99,allergic reactions
L56.1,938.1,930-949.99,allergic reactions
L56.2,938.1,930-949.99,allergic reactions
L56.3,938.1,930-949.99,allergic reactions
L56.4,938,930-949.99,allergic reactions
L56.8,938,930-949.99,allergic reactions
L56.9,938,930-949.99,allergic reactions
L57,938.2,930-949.99,allergic reactions
L57.0,702.1,702-702.99,
L57.1,938.2,930-949.99,allergic reactions
L57.2,701,700-701.99,hypertrophic skin conditions
L57.3,694.2,690-697.99,Other inflammatory condition of skin
L57.4,701,700-701.99,hypertrophic skin conditions
L57.5,938.2,930-949.99,allergic reactions
L57.8,938.2,930-949.99,allergic reactions
L57.9,938.2,930-949.99,allergic reactions
L58,938,930-949.99,allergic reactions
L58.0,938,930-949.99,allergic reactions
L58.1,938,930-949.99,allergic reactions
L58.9,938,930-949.99,allergic reactions
L59,938,930-949.99,allergic reactions
L59.0,938,930-949.99,allergic reactions
L59.8,938,930-949.99,allergic reactions
L59.9,938,930-949.99,allergic reactions
L60,703,703-704.99,Diseases of hair and nails
L60.0,703.1,703-704.99,Diseases of hair and nails
L60.1,703,703-704.99,Diseases of hair and nails
